,Unnamed: 0,Contract ID,Contracting Agency ID,Number of Sub-Award Transactions,Sub-Award Obligation Sum,Percent of Prime Award (Sub-Award)
4164,4164,VA250C0544,3600,0,$0,0%
4165,4165,NNK15CA55C,8000,0,$0,0%
4166,4166,DEFE0029124,8900,,,
4167,4167,47PK1219C0014,4740,,,
4168,4168,W91B4M09C4072,2100,,,
4169,4169,N6247309C2210,1700,Empty,Empty,Empty
4170,4170,47PE0518C0004,4740,,,
4171,4171,36C25618C0080,3600,,,
4172,4172,FA701208C0018,5700,Empty,Empty,Empty
4173,4173,N4008008C4432,1700,Empty,Empty,Empty
4174,4174,W912CF08C0012,2100,,,
4175,4175,47PM0419C0017,4740,,,
4176,4176,AG82FT5082FT04093,12C2,,,
4177,4177,SALMEC07C0007,1900,Empty,Empty,Empty
4178,4178,GS01P08NLC0081,4740,Empty,Empty,Empty
4179,4179,FA700010C0034,5700,Empty,Empty,Empty
4180,4180,GS04P09RAC0048,4740,Empty,Empty,Empty
4181,4181,47PA0318C0047,4740,Empty,Empty,Empty
4182,4182,W917BK09C0067,2100,Empty,Empty,Empty
4183,4183,INP15PC00271,1443,Empty,Empty,Empty
4184,4184,W9124L20C0013,2100,Empty,Empty,Empty
4185,4185,6973GH24C00005,6920,Empty,Empty,Empty
4186,4186,47PM0424C0021,4740,Empty,Empty,Empty
4187,4187,VA24116C0056,3600,Empty,Empty,Empty
4188,4188,GS01P07NLC0081,4740,Empty,Empty,Empty
4189,4189,W917BG09C0055,2100,Empty,Empty,Empty
4190,4190,VA250C0337,3600,Empty,Empty,Empty
4191,4191,FA441717C0010,5700,Empty,Empty,Empty
4192,4192,W91B4N15C8024,2100,,,
4193,4193,DOLJ069124368,1630,Empty,Empty,Empty
4194,4194,VA250C0211,3600,,,
4195,4195,W912DS17C0017,2100,0,$0,0%
4196,4196,DJBFAOG2X10045,1540,0,$0,0%
4197,4197,VA247C0532,3600,,,
4198,4198,FA462505C0004,5700,Empty,Empty,Empty
4199,4199,W917PM08C0084,2100,0,$0,0%
4200,4200,VA241C0969,3600,0,$0,0%
4201,4201,W917BK09C0024,2100,0,$0,0%
4202,4202,HHSD200201796098C,7523,,,
4203,4203,W91QV120C0105,2100,0,$0,0%
4204,4204,FA850108C0025,5700,Empty,Empty,Empty
4205,4205,W911SF06C0011,2100,,,
4206,4206,AG4283C100017,12C2,0,$0,0%
4207,4207,NGA04056DGF00708,3355,,,
4208,4208,GS02P12PQC0034,4740,0,$0,0%
4209,4209,GS11P07MKC0062,4740,,,
4210,4210,N6247313C0610,1700,Empty,Empty,Empty
4211,4211,DOCAB133A03CN0038,1330,0,$0,0%
4212,4212,VA26313C0218,3600,0,$0,0%
4213,4213,W912QR13C0026,2100,0,$0,0%
4214,4214,TOS09037,2001,0,$0,0%
4215,4215,N4008510C9402,1700,Empty,Empty,Empty
4216,4216,FA282313C4023,5700,Empty,Empty,Empty
4217,4217,N6247306C4359,1700,Empty,Empty,Empty
4218,4218,HSCG3108N623217,7008,0,$0,0%
4219,4219,VA25612C0258,3600,6,"$731,318",58.0%
4220,4220,GS03P15QMC0002,4740,0,$0,0%
4221,4221,JC000200308DGS08P03JCC0010,4740,,,
4222,4222,GS11P10MKC0090,4740,0,$0,0%
4223,4223,GS11P12MKC0055,4740,,,
4224,4224,VA263RA0856,3600,,,
4225,4225,GS06P16TKC7014,4740,0,$0,0%
4226,4226,GS11P17MAC0026,4740,,,
4227,4227,VA249RA0597,3600,,,
4228,4228,N4008018C4442,1700,Empty,Empty,Empty
4229,4229,47PF0020C0066,4740,,,
4230,4230,W91SMC07C0022,2100,,,
4231,4231,140F0221C0006,1448,Empty,Empty,Empty
4232,4232,W912BV22C0002,2100,Empty,Empty,Empty
4233,4233,47PJ0022C0028,4740,Empty,Empty,Empty
4234,4234,NND05AA60C,8000,Empty,Empty,Empty
4235,4235,SX000200309DGS05P03SXM0063,4740,Empty,Empty,Empty
4236,4236,GS09P08WLC0034,4740,Empty,Empty,Empty
4237,4237,GS11P16YMC7181,4740,Empty,Empty,Empty
4238,4238,N6246703C8831,1700,Empty,Empty,Empty
4239,4239,W911SD19C0018,2100,Empty,Empty,Empty
4240,4240,W912DW22C0019,2100,Empty,Empty,Empty
4241,4241,V69DC65O8A,3600,Empty,Empty,Empty
4242,4242,VA244C0775,3600,Empty,Empty,Empty
4243,4243,GS03P15PSC7002,4740,Empty,Empty,Empty
4244,4244,W912HN05C0040,2100,Empty,Empty,Empty
4245,4245,FA486110CA009,5700,Empty,Empty,Empty
4246,4246,GS11P12YEC0026,4740,Empty,Empty,Empty
4247,4247,15B61021CW7910001,1540,Empty,Empty,Empty
4248,4248,GS04P06RQC0044,4740,Empty,Empty,Empty
4249,4249,VA255C2021,3600,Empty,Empty,Empty
4250,4250,FA446010C0025,5700,Empty,Empty,Empty
4251,4251,N4008517C3135,1700,Empty,Empty,Empty
4252,4252,INPC8360101381,1443,Empty,Empty,Empty
4253,4253,VA25017C0036,3600,Empty,Empty,Empty
4254,4254,W912QR08C0061,2100,0,$0,0%
4255,4255,W912QR12C0029,2100,6,$14.03 Million,28.9%
4256,4256,GA000200305DGS05P03GAC0042,4740,,,
4257,4257,W912EK17C0005,2100,0,$0,0%
4258,4258,W912DQ24C4013,2100,Empty,Empty,Empty
4259,4259,W912QR24C0014,2100,0,$0,0%
4260,4260,N6871104C6331,1700,Empty,Empty,Empty
4261,4261,W5J9JE15C0033,2100,Empty,Empty,Empty
4262,4262,V702P00398A,3600,Empty,Empty,Empty
4263,4263,EPC12018,6800,Empty,Empty,Empty
4264,4264,36C77623C0028,3600,0,$0,0%
4265,4265,W91QF705C0013,2100,0,$0,0%
4266,4266,HHSD200200514702C,7523,Empty,Empty,Empty
4267,4267,36C25619C0054,3600,,,
4268,4268,N6247308C7510,1700,Empty,Empty,Empty
4269,4269,1282A718C0064,12C2,,,
4270,4270,GS03P17QAC0012,4740,,,
4271,4271,HSCGG106N3WK138,7008,0,$0,0%
4272,4272,GS04P12EXC0134,4740,0,$0,0%
4273,4273,NRCHQ11C100029,3100,0,$0,0%
4274,4274,FA663313C0003,5700,Empty,Empty,Empty
4275,4275,GS11P16YMC7020,4740,,,
4276,4276,AG84N8C120020,12C2,Empty,Empty,Empty
4277,4277,W912DQ09C4007,2100,,,
4278,4278,VA258C0442,3600,0,$0,0%
4279,4279,VA24714C0358,3600,,,
4280,4280,N4008310C0021,1700,Empty,Empty,Empty
4281,4281,W912BV19C0024,2100,Empty,Empty,Empty
4282,4282,47PD0220C0004,4740,Empty,Empty,Empty
4283,4283,00262200307DV605C0435,3600,0,$0,0%
4284,4284,SAQMMA10C0283,1900,0,$0,0%
4285,4285,V259C0014,3600,Empty,Empty,Empty
4286,4286,W91QV115C0073,2100,Empty,Empty,Empty
4287,4287,W912JA18C5002,2100,,,
4288,4288,W911YP04C0026,2100,0,$0,0%
4289,4289,SMX53017C0012,1900,,,
4290,4290,AG9702C100168,12C2,0,$0,0%
4291,4291,W9124M07C0029,2100,0,$0,0%
4292,4292,W912QR08C0051,2100,0,$0,0%
4293,4293,GS04P13EXC0085,4740,Empty,Empty,Empty
4294,4294,FA440709C0030,5700,Empty,Empty,Empty
4295,4295,N6945012C2290,1700,Empty,Empty,Empty
4296,4296,RA000200308DGS04P03RAC0089,4740,Empty,Empty,Empty
4297,4297,W912JB24C0002,2100,Empty,Empty,Empty
4298,4298,FA940118C0015,5700,Empty,Empty,Empty
4299,4299,W912HP20C3007,2100,Empty,Empty,Empty
4300,4300,AG9A63C080062,12C2,Empty,Empty,Empty
4301,4301,W912CF08C0024,2100,Empty,Empty,Empty
4302,4302,AG511450511451800,12H2,Empty,Empty,Empty
4303,4303,VA553C0050,3600,Empty,Empty,Empty
4304,4304,GS00P15LYC0010,4740,Empty,Empty,Empty
4305,4305,FA301010C0010,5700,Empty,Empty,Empty
4306,4306,AG0398C090039,12C2,Empty,Empty,Empty
4307,4307,AG0261C110010,12C2,Empty,Empty,Empty
4308,4308,VA246C0617,3600,Empty,Empty,Empty
4309,4309,0436CW10163,3300,Empty,Empty,Empty
4310,4310,INF601814C046,1448,Empty,Empty,Empty
4311,4311,GS08P09VPC0018,4740,Empty,Empty,Empty
4312,4312,INR12PC30057,1425,Empty,Empty,Empty
4313,4313,GS11P14MAP0220,4740,Empty,Empty,Empty
4314,4314,GS09P16KTC7020,4740,Empty,Empty,Empty
4315,4315,1284N820C0003,12C2,Empty,Empty,Empty
4316,4316,GS09P10WFC0038,4740,0,$0,0%
4317,4317,GS11P15YTP0347,4740,,,
4318,4318,36C77622C0055,3600,,,
4319,4319,DTFAEN14C00018,6920,5,"$471,164",33.1%
4320,4320,AG3K15503K1551900,12H2,0,$0,0%
4321,4321,W917BG09C0024,2100,0,$0,0%
4322,4322,47PK1720C0011,4740,,,
4323,4323,W9128A20C0007,2100,,,
4324,4324,W9128F23C0006,2100,,,
4325,4325,W912L807C0006,2100,0,$0,0%
4326,4326,GS11P11MAM0297,4740,0,$0,0%
4327,4327,VA69DC0498,3600,0,$0,0%
4328,4328,W9136418C5003,2100,,,
4329,4329,VA243C0160,3600,0,$0,0%
4330,4330,GS11P15MKC7006,4740,0,$0,0%
4331,4331,47PJ0018C0027,4740,,,
4332,4332,W912DW13C0020,2100,,,
4333,4333,47PB0618C0008,4740,,,
4334,4334,DOCSB134109CN0019,1341,0,$0,0%
4335,4335,VA249C0683,3600,,,
4336,4336,W9123814C0040,2100,,,
4337,4337,W912PP12C0017,2100,0,$0,0%
4338,4338,W9126G11C0092,2100,0,$0,0%
4339,4339,VA605C0021,3600,,,
4340,4340,47PM0517C0028,4740,,,
4341,4341,VA244C1554,3600,,,
4342,4342,W912PP24C0020,2100,,,
4343,4343,DENA0003390,8900,,,
4344,4344,47PA0319C0009,4740,,,
4345,4345,W912KC09C0009,2100,,,
4346,4346,DABK3903C0085,2100,,,
4347,4347,GS00P13CYC0054,4740,0,$0,0%
4348,4348,F0436CW10457,3300,Empty,Empty,Empty
4349,4349,47PD0218C0022,4740,Empty,Empty,Empty
4350,4350,GS11P05ZGC0052,4740,Empty,Empty,Empty
4351,4351,INPC1780050017,1443,Empty,Empty,Empty
4352,4352,ST000200304DGS05P03STM0028,4740,Empty,Empty,Empty
4353,4353,6973GH21C00012,6920,Empty,Empty,Empty
4354,4354,36C24421C0034,3600,Empty,Empty,Empty
4355,4355,47PK0722C0002,4740,Empty,Empty,Empty
4356,4356,VA256C0803,3600,Empty,Empty,Empty
4357,4357,DTFASA17C00722,6920,Empty,Empty,Empty
4358,4358,V437C436,3600,Empty,Empty,Empty
4359,4359,W9124Q07C0627,2100,Empty,Empty,Empty
4360,4360,VA244C1270,3600,Empty,Empty,Empty
4361,4361,36C24622C0100,3600,Empty,Empty,Empty
4362,4362,FA282319CA061,5700,Empty,Empty,Empty
4363,4363,GS11P06YTC0235,4740,Empty,Empty,Empty
4364,4364,N4425511C7030,1700,Empty,Empty,Empty
4365,4365,W91GXE09C0050,2100,0,$0,0%
4366,4366,VA24612C0128,3600,0,$0,0%
4367,4367,VA24516C0126,3600,,,
4368,4368,FA481914C0013,5700,Empty,Empty,Empty
4369,4369,FA665612C0006,5700,Empty,Empty,Empty
4370,4370,VA255C1040,3600,0,$0,0%
4371,4371,FA487717CA001,5700,Empty,Empty,Empty
4372,4372,GS11P17NWC0041,4740,,,
4373,4373,HSCGG116CPFA007,7008,0,$0,0%
4374,4374,AG9JGPC170141,12C2,,,
4375,4375,VA263C1265,3600,,,
4376,4376,FA486120C0026,5700,Empty,Empty,Empty
4377,4377,140F0122C0050,1448,,,
4378,4378,GS04P11EXC0160,4740,0,$0,0%
4379,4379,SAQMMA14C0169,1900,,,
4380,4380,47PF0024C0013,4740,,,
4381,4381,36C77624C0001,3600,0,$0,0%
4382,4382,GS04P16EXC7052,4740,,,
4383,4383,FA452818C3001,5700,Empty,Empty,Empty
4384,4384,FA440709C0006,5700,Empty,Empty,Empty
4385,4385,W91B4N10C8242,2100,,,
4386,4386,GS11P17NWC0045,4740,,,
4387,4387,W9124723C0057,2100,Empty,Empty,Empty
4388,4388,N6247316C0618,1700,Empty,Empty,Empty
4389,4389,V573C5578,3600,0,$0,0%
4390,4390,FA441610C0057,5700,Empty,Empty,Empty
4391,4391,697DCK21C00131,6920,,,
4392,4392,GS07P12UTC0029,4740,0,$0,0%
4393,4393,W912PL18C0013,2100,,,
4394,4394,INPC8650080015,1443,0,$0,0%
4395,4395,W91B4N11C8007,2100,0,$0,0%
4396,4396,W9124E11C0022,2100,0,$0,0%
4397,4397,47PK2021C0002,4740,,,
4398,4398,36C24422C0059,3600,0,$0,0%
4399,4399,GS09P09WRC0035,4740,,,
4400,4400,FA252115C0010,5700,Empty,Empty,Empty
4401,4401,GS07P13UTC0002,4740,0,$0,0%
4402,4402,W911SF16C0018,2100,,,
4403,4403,VA263C0007,3600,,,
4404,4404,36C24624C0061,3600,Empty,Empty,Empty
4405,4405,47PK0922C0009,4740,Empty,Empty,Empty
4406,4406,W9128F10C0009,2100,Empty,Empty,Empty
4407,4407,DABK3703C0064,2100,Empty,Empty,Empty
4408,4408,W917BE07C0034,2100,Empty,Empty,Empty
4409,4409,36C25620C0114,3600,Empty,Empty,Empty
4410,4410,VA247C0574,3600,Empty,Empty,Empty
4411,4411,36C25722C0052,3600,Empty,Empty,Empty
4412,4412,19AQMM19C0088,1900,Empty,Empty,Empty
4413,4413,W90U4210C4168,2100,Empty,Empty,Empty
4414,4414,FA701207C0016,5700,Empty,Empty,Empty
4415,4415,EPC09034,6800,Empty,Empty,Empty
4416,4416,VA69D13C0046,3600,Empty,Empty,Empty
4417,4417,DTFAWN15C00283,6920,Empty,Empty,Empty
4418,4418,W911SG04C0017,2100,Empty,Empty,Empty
4419,4419,47PD1020C0005,4740,Empty,Empty,Empty
4420,4420,DTRT5706C10031,6901,Empty,Empty,Empty
4421,4421,GS09P12WFC0012,4740,Empty,Empty,Empty
4422,4422,W912P620C0003,2100,Empty,Empty,Empty
4423,4423,DTRT5713C10022,6901,Empty,Empty,Empty
4424,4424,VA786AC0190,3600,0,$0,0%
4425,4425,V691C05398A,3600,,,
4426,4426,VA241C1214,3600,,,
4427,4427,47PM0517C0020,4740,,,
4428,4428,36C24419C0029,3600,0,$0,0%
4429,4429,FA448807C0005,5700,Empty,Empty,Empty
4430,4430,VA248C1031,3600,Empty,Empty,Empty
4431,4431,GS06P09THC0026,4740,0,$0,0%
4432,4432,FA282309C0035,5700,Empty,Empty,Empty
4433,4433,FA461011C0014,5700,Empty,Empty,Empty
4434,4434,GS03P09DXC0028,4740,0,$0,0%
4435,4435,GS04P15EXC7015,4740,0,$0,0%
4436,4436,W912D011C0012,2100,0,$0,0%
4437,4437,GS04P16RRC7029,4740,,,
4438,4438,FA940123C0016,5700,Empty,Empty,Empty
4439,4439,N6945023C0087,1700,Empty,Empty,Empty
4440,4440,VA255C0884,3600,0,$0,0%
4441,4441,W911S710C0030,2100,0,$0,0%
4442,4442,W912DY19C0069,2100,0,$0,0%
4443,4443,W912DY19C0093,2100,0,$0,0%
4444,4444,W5J9JE12C0163,2100,0,$0,0%
4445,4445,140P8519C0004,1443,,,
4446,4446,VA258RA0386,3600,0,$0,0%
4447,4447,0436CW10225,3300,0,$0,0%
4448,4448,W50S9F22C0001,2100,,,
4449,4449,INR13PC80648,1425,0,$0,0%
4450,4450,AG4568C140069,12C2,0,$0,0%
4451,4451,VA69DC0256,3600,0,$0,0%
4452,4452,GS08P07VPC0002,4740,Empty,Empty,Empty
4453,4453,AG4670C120038,12C2,Empty,Empty,Empty
4454,4454,VA25617C0146,3600,0,$0,0%
4455,4455,GS04P06EXC0063,4740,0,$0,0%
4456,4456,W5J9LE12C0032,2100,Empty,Empty,Empty
4457,4457,36C25918C0089,3600,,,
4458,4458,W9126G12C0076,2100,0,$0,0%
4459,4459,W9124Q08C0527,2100,0,$0,0%
4460,4460,36C24221C0067,3600,Empty,Empty,Empty
4461,4461,VA26216C0223,3600,,,
4462,4462,DABK0303C0021,2100,Empty,Empty,Empty
4463,4463,00273200309D273030044,7529,Empty,Empty,Empty
4464,4464,47PC0319C0005,4740,Empty,Empty,Empty
4465,4465,INP15PC00780,1443,Empty,Empty,Empty
4466,4466,AG32SDC170074,12H2,Empty,Empty,Empty
4467,4467,V756C01218A,3600,Empty,Empty,Empty
4468,4468,GS04P08RDC0043,4740,Empty,Empty,Empty
4469,4469,INPC2011080250,1443,Empty,Empty,Empty
4470,4470,GS11P05ZGC0110,4740,Empty,Empty,Empty
4471,4471,FA667505C0001,5700,Empty,Empty,Empty
4472,4472,NNM04AA95C,8000,Empty,Empty,Empty
4473,4473,GS11P08MAM0142,4740,Empty,Empty,Empty
4474,4474,W5K9FH11C0127,2100,Empty,Empty,Empty
4475,4475,VA24412C0187,3600,Empty,Empty,Empty
4476,4476,47PA0319C0037,4740,Empty,Empty,Empty
4477,4477,SR000200305DGS05P03SRC0728,4740,Empty,Empty,Empty
4478,4478,GS05P12SIC0017,4740,Empty,Empty,Empty
4479,4479,W912J716C0004,2100,Empty,Empty,Empty
4480,4480,W912CL09C0019,2100,Empty,Empty,Empty
4481,4481,W9126G20C0056,2100,Empty,Empty,Empty
4482,4482,1282A721C0057,12C2,Empty,Empty,Empty
4483,4483,GS11P16NWC7074,4740,Empty,Empty,Empty
4484,4484,VA25611C1204,3600,Empty,Empty,Empty
4485,4485,W90U4210C4133,2100,Empty,Empty,Empty
4486,4486,47PK1218C0010,4740,Empty,Empty,Empty
4487,4487,N4008514C6876,1700,Empty,Empty,Empty
4488,4488,GS11P09MKC0047,4740,,,
4489,4489,W9124M17C0011,2100,,,
4490,4490,W9123819C0013,2100,,,
4491,4491,GS03P14QAP0029,4740,,,
4492,4492,36C77624C0198,3600,0,$0,0%
4493,4493,DOCSB134103C0031,1341,0,$0,0%
4494,4494,697DCK23C00200,6920,,,
4495,4495,W50S9E24C0001,2100,,,
4496,4496,47PM0424C0028,4740,,,
4497,4497,EPC14024,6800,0,$0,0%
4498,4498,VA263RA0903,3600,,,
4499,4499,W5K9FH11C0251,2100,0,$0,0%
4500,4500,INPC2011100003,1443,,,
4501,4501,W91GXE09C0015,2100,,,
4502,4502,VA243C1236,3600,0,$0,0%
4503,4503,W9128A14C0017,2100,23,$9.96 Million,98.1%
4504,4504,GS11P09YAC0020,4740,0,$0,0%
4505,4505,VA241P0407,3600,,,
4506,4506,FA448411C0043,5700,Empty,Empty,Empty
4507,4507,GS05P02GAC0090,4740,Empty,Empty,Empty
4508,4508,W912LD08C0036,2100,Empty,Empty,Empty
4509,4509,HSCG2810C7AA263,7008,Empty,Empty,Empty
4510,4510,W912JB17C2005,2100,Empty,Empty,Empty
4511,4511,VA26115C0137,3600,Empty,Empty,Empty
4512,4512,36E77619C0056,3600,0,$0,0%
4513,4513,VA262691C87049,3600,0,$0,0%
4514,4514,VA259C0448,3600,0,$0,0%
4515,4515,W9136410C0001,2100,0,$0,0%
4516,4516,NGA07344DK09,3355,Empty,Empty,Empty
4517,4517,AG3K15C110003,12H2,,,
4518,4518,N6945007C6357,1700,Empty,Empty,Empty
4519,4519,VA248C1337,3600,Empty,Empty,Empty
4520,4520,00520200304D520CF2194,3600,Empty,Empty,Empty
4521,4521,GS11P15ZGP0346,4740,,,
4522,4522,47PM0417C0039,4740,,,
4523,4523,36C25819C0113,3600,,,
4524,4524,GS09P16WFC7020,4740,0,$0,0%
4525,4525,19GE5020C0007,1900,0,$0,0%
4526,4526,47PD0620C0006,4740,,,
4527,4527,W912R106C0008,2100,Empty,Empty,Empty
4528,4528,W91B4N10C8154,2100,Empty,Empty,Empty
4529,4529,VA25613C0197,3600,Empty,Empty,Empty
4530,4530,GS09P09KZC0028,4740,Empty,Empty,Empty
4531,4531,36C24118C0042,3600,Empty,Empty,Empty
4532,4532,FA500420C0007,5700,Empty,Empty,Empty
4533,4533,NND09AD29C,8000,Empty,Empty,Empty
4534,4534,VA25014C0045,3600,Empty,Empty,Empty
4535,4535,36C10F22C0001,3600,Empty,Empty,Empty
4536,4536,VA259C0546,3600,Empty,Empty,Empty
4537,4537,GS11P08YTC0137,4740,Empty,Empty,Empty
4538,4538,INR09CC101712,1425,Empty,Empty,Empty
4539,4539,VA247C1409,3600,Empty,Empty,Empty
4540,4540,W912DR18C0014,2100,Empty,Empty,Empty
4541,4541,W917PM08C0023,2100,Empty,Empty,Empty
4542,4542,W912DW19C0028,2100,,,
4543,4543,AG32SDC130018,12H2,0,$0,0%
4544,4544,FA283523C0014,5700,Empty,Empty,Empty
4545,4545,W5KA4N10C0013,2100,,,
4546,4546,N6871103C1563,1700,Empty,Empty,Empty
4547,4547,47PF0020C0035,4740,,,
4548,4548,47PE0122C0001,4740,,,
4549,4549,6973GH23C00114,6920,,,
4550,4550,HHSN292200400311C,7529,Empty,Empty,Empty
4551,4551,0336CC10356,3300,0,$0,0%
4552,4552,GS11P05MKC0023,4740,0,$0,0%
4553,4553,GS11P09YTC0111,4740,,,
4554,4554,36C26124C0030,3600,0,$0,0%
4555,4555,140F0222C0009,1448,,,
4556,4556,VA243C0866,3600,Empty,Empty,Empty
4557,4557,N6274215C1316,1700,Empty,Empty,Empty
4558,4558,HSCG8212CPMV327,7008,0,$0,0%
4559,4559,36C24822C0106,3600,0,$0,0%
4560,4560,47PC0218C0001,4740,,,
4561,4561,AG51A8C140004,12C2,0,$0,0%
4562,4562,N4008508C1415,1700,Empty,Empty,Empty
4563,4563,GS03P07CDC0096,4740,0,$0,0%
4564,4564,VA241608C90407,3600,0,$0,0%
4565,4565,AG32SCC130064,12H2,0,$0,0%
4566,4566,W50S9825C0003,2100,0,$0,0%
4567,4567,DACA2103C0025,2100,0,$0,0%
4568,4568,N0042124C0084,1700,Empty,Empty,Empty
4569,4569,DOLJ041A00002,1630,Empty,Empty,Empty
4570,4570,AE129820000345,1630,Empty,Empty,Empty
4571,4571,W91B4M09C4095,2100,Empty,Empty,Empty
4572,4572,HSCGG113CNLP001,7008,Empty,Empty,Empty
4573,4573,VA69D13C0199,3600,Empty,Empty,Empty
4574,4574,W912GB10C0047,2100,Empty,Empty,Empty
4575,4575,GS07P04UAC1024,4740,Empty,Empty,Empty
4576,4576,CS001200208DTC02054,7014,Empty,Empty,Empty
4577,4577,36C26119C0141,3600,Empty,Empty,Empty
4578,4578,W9123611C0064,2100,Empty,Empty,Empty
4579,4579,36C25223C0083,3600,Empty,Empty,Empty
4580,4580,GS11P04ZGC0065,4740,0,$0,0%
4581,4581,SGE50003C1237,1900,0,$0,0%
4582,4582,GS10P14XBC0037,4740,0,$0,0%
4583,4583,00623200305DV623C686,3600,,,
4584,4584,DOCAB133F05CN1392,1330,0,$0,0%
4585,4585,47PK0018C0002,4740,,,
4586,4586,GS09P17WLC0001,4740,,,
4587,4587,VA243C0238,3600,Empty,Empty,Empty
4588,4588,W912HP15C0012,2100,Empty,Empty,Empty
4589,4589,VA25012C0096,3600,Empty,Empty,Empty
4590,4590,GS09P14WKC0016,4740,Empty,Empty,Empty
4591,4591,N6945016C1603,1700,Empty,Empty,Empty
4592,4592,VA246C0076,3600,Empty,Empty,Empty
4593,4593,36C26221C0100,3600,Empty,Empty,Empty
4594,4594,W911SF19C0027,2100,Empty,Empty,Empty
4595,4595,47PM0418C0005,4740,Empty,Empty,Empty
4596,4596,INF17PC00155,1448,Empty,Empty,Empty
4597,4597,W91B4N10C8203,2100,Empty,Empty,Empty
4598,4598,FA301617C0051,5700,Empty,Empty,Empty
4599,4599,47PA0320C0023,4740,Empty,Empty,Empty
4600,4600,W911KB07C0004,2100,Empty,Empty,Empty
4601,4601,W912DW13C0035,2100,Empty,Empty,Empty
4602,4602,W912QR18C0008,2100,Empty,Empty,Empty
4603,4603,140P5118C0034,1443,Empty,Empty,Empty
4604,4604,HSCG3107N6SA623,7008,Empty,Empty,Empty
4605,4605,697DCK21C00115,6920,Empty,Empty,Empty
4606,4606,VA241C1906,3600,Empty,Empty,Empty
4607,4607,47PG0721C0004,4740,Empty,Empty,Empty
4608,4608,36C24522C0145,3600,Empty,Empty,Empty
4609,4609,W912PL24C0014,2100,0,$0,0%
4610,4610,N6247312C3409,1700,Empty,Empty,Empty
4611,4611,GS04P09RAC0059,4740,0,$0,0%
4612,4612,47PF0023C0029,4740,,,
4613,4613,W913FT10C0035,2100,0,$0,0%
4614,4614,W9126G08C0027,2100,0,$0,0%
4615,4615,VA263C1346,3600,,,
4616,4616,GS09P13WNC0043,4740,0,$0,0%
4617,4617,47PK0918C0014,4740,,,
4618,4618,W912JM12C0008,2100,0,$0,0%
4619,4619,FA252123C0011,5700,Empty,Empty,Empty
4620,4620,GS11P16YTC7155,4740,,,
4621,4621,GS09P05WLC0024,4740,0,$0,0%
4622,4622,W9124Q10C0611,2100,0,$0,0%
4623,4623,AE136110420,1630,Empty,Empty,Empty
4624,4624,W912JM11C0012,2100,0,$0,0%
4625,4625,47PK0619C0005,4740,,,
4626,4626,47PK0920C0010,4740,,,
4627,4627,DTFH6110C00056,6925,,,
4628,4628,INL08PC02374,1422,0,$0,0%
4629,4629,VA241C1781,3600,0,$0,0%
4630,4630,36C78618C0217,3600,,,
4631,4631,W91B4M09C7121,2100,0,$0,0%
4632,4632,W912QR07C0039,2100,0,$0,0%
4633,4633,0436CW10371,3300,0,$0,0%
4634,4634,VA260C0461,3600,,,
4635,4635,HQ009504C0002,97F5,Empty,Empty,Empty
4636,4636,W912QR10C0025,2100,0,$0,0%
4637,4637,W912SV09C0029,2100,0,$0,0%
4638,4638,VA243C0493,3600,0,$0,0%
4639,4639,VA598C05412,3600,0,$0,0%
4640,4640,DOCYB132312CN0031,1323,Empty,Empty,Empty
4641,4641,VA24414C0432,3600,0,$0,0%
4642,4642,DACA2703C0010,2100,,,
4643,4643,N3319113C1225,1700,Empty,Empty,Empty
4644,4644,TOS13F021,2001,0,$0,0%
4645,4645,W9124Q08C0694,2100,0,$0,0%
4646,4646,W9115115C0038,2100,,,
4647,4647,36C24619C0067,3600,0,$0,0%
4648,4648,140P5321C0009,1443,,,
4649,4649,W912QR24C0038,2100,Empty,Empty,Empty
4650,4650,VA69D14C0244,3600,Empty,Empty,Empty
4651,4651,VA250C0030,3600,Empty,Empty,Empty
4652,4652,W91B4M11C6510,2100,Empty,Empty,Empty
4653,4653,W91SMC11C0008,2100,Empty,Empty,Empty
4654,4654,75P00118C00014,7570,Empty,Empty,Empty
4655,4655,W917PM07C0054,2100,Empty,Empty,Empty
4656,4656,FA489709C3014,5700,Empty,Empty,Empty
4657,4657,36C25524C0086,3600,Empty,Empty,Empty
4658,4658,36C24218C0052,3600,Empty,Empty,Empty
4659,4659,GS01P14NFC0059,4740,Empty,Empty,Empty
4660,4660,47PM0417C0002,4740,Empty,Empty,Empty
4661,4661,GS05P05GAC0187,4740,Empty,Empty,Empty
4662,4662,W912JA09C0003,2100,0,$0,0%
4663,4663,VA506C0007,3600,Empty,Empty,Empty
4664,4664,W91QV110C0034,2100,0,$0,0%
4665,4665,DOLJ11MR20794,1645,Empty,Empty,Empty
4666,4666,GS09P12NPC0009,4740,0,$0,0%
4667,4667,W91QV113C0058,2100,0,$0,0%
4668,4668,INP17PC00309,1443,,,
4669,4669,GS04P06EXC0124,4740,0,$0,0%
4670,4670,VA249P1012,3600,Empty,Empty,Empty
4671,4671,F2560003C0020,5700,Empty,Empty,Empty
4672,4672,VA246C0603,3600,,,
4673,4673,47PE0618C0026,4740,,,
4674,4674,DOCSB134113CN0057,1341,0,$0,0%
4675,4675,47PL0119C0020,4740,,,
4676,4676,VA25517C0269,3600,0,$0,0%
4677,4677,GS08P05VJC0063,4740,,,
4678,4678,GS03P09DXC0027,4740,0,$0,0%
4679,4679,VA250C0418,3600,0,$0,0%
