,Unnamed: 0,Contract ID,Contracting Agency ID,Number of Sub-Award Transactions,Sub-Award Obligation Sum,Percent of Prime Award (Sub-Award)
537,537,GS09P13WKC0009,4740,Empty,Empty,Empty
538,538,W5J9LE10C0038,2100,Empty,Empty,Empty
539,539,47PK0023C0003,4740,Empty,Empty,Empty
540,540,N3319118C0214,1700,Empty,Empty,Empty
541,541,W912CN10C0083,2100,0,$0,0%
542,542,N6274216C1325,1700,Empty,Empty,Empty
543,543,V649C03908A,3600,0,$0,0%
544,544,GS11P16YTC7133,4740,0,$0,0%
545,545,GS03P09QKC0021,4740,,,
546,546,W9123608C0079,2100,0,$0,0%
547,547,W912CN16C0031,2100,,,
548,548,AG02RCC100015,12C2,0,$0,0%
549,549,36C24919C0151,3600,,,
550,550,47PD0420C0003,4740,,,
551,551,W5K9FH11C0163,2100,,,
552,552,W56HZV13CL502,2100,,,
553,553,140L0620C0010,1422,Empty,Empty,Empty
554,554,GS04P15EXC0259,4740,,,
555,555,0536CW10502,3300,,,
556,556,140P5120C0034,1443,Empty,Empty,Empty
557,557,FA813720C0024,5700,Empty,Empty,Empty
558,558,GS11P10YTC0182,4740,0,$0,0%
559,559,00247200307DV247C01778A,3600,0,$0,0%
560,560,DEFE0006402,8900,Empty,Empty,Empty
561,561,140F0120C0005,1448,,,
562,562,HHSD200200513423C,7523,,,
563,563,12034320C0048,12C2,,,
564,564,70US0920C70090067,7009,,,
565,565,N4008011C4406,1700,Empty,Empty,Empty
566,566,HSCG8817CPQQ091,7008,,,
567,567,GS01P16BWC7013,4740,,,
568,568,36C25819C0035,3600,,,
569,569,47PD0418C0019,4740,,,
570,570,47PJ0022C0011,4740,,,
571,571,140P5122C0021,1443,,,
572,572,36C24923C0030,3600,0,$0,0%
573,573,W91B4K09C4041,2100,0,$0,0%
574,574,W912LD23C0002,2100,0,$0,0%
575,575,W91GEU09C6004,2100,0,$0,0%
576,576,12305B19C0009,12H2,,,
577,577,36C24823C0059,3600,0,$0,0%
578,578,47PK1723C0008,4740,Empty,Empty,Empty
579,579,W917BG05C0266,2100,0,$0,0%
580,580,W91GEU09CR004,2100,0,$0,0%
581,581,GS01P10NLC0017,4740,,,
582,582,GS10P09XJC0022,4740,Empty,Empty,Empty
583,583,V518C70006,3600,Empty,Empty,Empty
584,584,HSCG8304CDTCG8304C3YD011,7008,Empty,Empty,Empty
585,585,W91QV115C0089,2100,0,$0,0%
586,586,FA667512C0011,5700,Empty,Empty,Empty
587,587,W912GB06C0028,2100,0,$0,0%
588,588,AG447UC040650,12C2,0,$0,0%
589,589,W9123618C0014,2100,,,
590,590,140A1119C0005,1450,,,
591,591,W912PL18C0027,2100,,,
592,592,FA452820C0009,5700,Empty,Empty,Empty
593,593,VA263C0004,3600,Empty,Empty,Empty
594,594,SLMAQM00C6020,1900,0,$0,0%
595,595,GS08P06JAC3112,4740,0,$0,0%
596,596,W912BV09C2022,2100,0,$0,0%
597,597,W90YVD10C7031,2100,,,
598,598,GS08P12JBP0040,4740,0,$0,0%
599,599,FA487712CC027,5700,Empty,Empty,Empty
600,600,VA528C0555,3600,0,$0,0%
601,601,HSBP1016C00147,7014,,,
602,602,140P5118C0028,1443,,,
603,603,36C25019C0028,3600,,,
604,604,W912BU20C0028,2100,,,
605,605,W912BV12C0010,2100,0,$0,0%
606,606,N4008521C0008,1700,Empty,Empty,Empty
607,607,FA304708C0034,5700,Empty,Empty,Empty
608,608,INPC5320080065,1443,0,$0,0%
609,609,FA330014C0043,5700,Empty,Empty,Empty
610,610,W913FT09C0018,2100,0,$0,0%
611,611,36C24718C0041,3600,,,
612,612,47PE0617C0018,4740,,,
613,613,W9124808C0012,2100,,,
614,614,GS11P12YEC0097,4740,0,$0,0%
615,615,SIZ10013C0057,1900,Empty,Empty,Empty
616,616,INP15PC00475,1443,Empty,Empty,Empty
617,617,47PK0621C0005,4740,,,
618,618,FA890317C0021,5700,Empty,Empty,Empty
619,619,W9124M08C0026,2100,Empty,Empty,Empty
620,620,CO950200309DCAP030455,1422,Empty,Empty,Empty
621,621,GS11P04YTC0318,4740,Empty,Empty,Empty
622,622,W9124Q09C0561,2100,Empty,Empty,Empty
623,623,VA262C0713,3600,Empty,Empty,Empty
624,624,GS10P12XJC0013,4740,Empty,Empty,Empty
625,625,DENA0003797,8900,Empty,Empty,Empty
626,626,N4425503C8003,1700,Empty,Empty,Empty
627,627,36C25818C0088,3600,Empty,Empty,Empty
628,628,89503322CWA000030,8900,Empty,Empty,Empty
629,629,W50S7Z22C0019,2100,Empty,Empty,Empty
630,630,N4008510C9441,1700,Empty,Empty,Empty
631,631,W9124722C0044,2100,Empty,Empty,Empty
632,632,W912R113C0007,2100,Empty,Empty,Empty
633,633,140P5323C0074,1443,Empty,Empty,Empty
634,634,GS11P16YTC7153,4740,Empty,Empty,Empty
635,635,W912BV17C0004,2100,Empty,Empty,Empty
636,636,W9128F10C0005,2100,Empty,Empty,Empty
637,637,FA330017C0042,5700,Empty,Empty,Empty
638,638,AG447UC170036,12C2,Empty,Empty,Empty
639,639,36C24220C0192,3600,Empty,Empty,Empty
640,640,W912DR20C0060,2100,Empty,Empty,Empty
641,641,FA486106CA005,5700,Empty,Empty,Empty
642,642,140R4023C0001,1425,Empty,Empty,Empty
643,643,W90BRJ10C0023,2100,Empty,Empty,Empty
644,644,2032H323C00002,2001,Empty,Empty,Empty
645,645,SAQMMA07C0056,1900,Empty,Empty,Empty
646,646,47PJ0022C0037,4740,Empty,Empty,Empty
647,647,VA250C0550,3600,Empty,Empty,Empty
648,648,DJBP0202M3A30003,1540,Empty,Empty,Empty
649,649,W91B4P11C0041,2100,Empty,Empty,Empty
650,650,W912CL07C2812,2100,Empty,Empty,Empty
651,651,GS06P12TNC0004,4740,Empty,Empty,Empty
652,652,SALMEC03C0045,1900,Empty,Empty,Empty
653,653,GS03P08DXC0053,4740,Empty,Empty,Empty
654,654,GS04P09RTP0010,4740,Empty,Empty,Empty
655,655,SGE50007C1158,1900,Empty,Empty,Empty
656,656,N6895003C0029,1700,Empty,Empty,Empty
657,657,INPC2011080519,1443,Empty,Empty,Empty
658,658,AG3K15C090012,12H2,Empty,Empty,Empty
659,659,N6247316C4601,1700,Empty,Empty,Empty
660,660,GS09P16WBC7027,4740,0,$0,0%
661,661,N6274218C1304,1700,Empty,Empty,Empty
662,662,FA441818C0005,5700,Empty,Empty,Empty
663,663,W912HP18C3003,2100,,,
664,664,W912QR20C0036,2100,,,
665,665,VA25915C0031,3600,0,$0,0%
666,666,W917BE05C0006,2100,0,$0,0%
667,667,N6945018C6421,1700,Empty,Empty,Empty
668,668,NNC13CA15C,8000,,,
669,669,36C24223C0020,3600,Empty,Empty,Empty
670,670,47PK0620C0007,4740,,,
671,671,DOLJ109630262,1605,,,
672,672,W9128A16C0016,2100,,,
673,673,697DCK18C00339,6920,,,
674,674,W9128F18C0003,2100,,,
675,675,N6247312C4014,1700,Empty,Empty,Empty
676,676,W5J9JE15C0026,2100,,,
677,677,N4008008C3511,1700,Empty,Empty,Empty
678,678,697DCK22C00040,6920,,,
679,679,GS08P15JAC7005,4740,0,$0,0%
680,680,GS05P02GBC0080,4740,0,$0,0%
681,681,GS01P05NFC3019,4740,,,
682,682,SGT50016C0011,1900,,,
683,683,INF401816C023,1448,0,$0,0%
684,684,FA330009C0047,5700,Empty,Empty,Empty
685,685,94TZ200306D5094TZ30156,12C2,,,
686,686,W9124720C0010,2100,0,$0,0%
687,687,GS10P15XCC0013,4740,0,$0,0%
688,688,W912DR20C0027,2100,Empty,Empty,Empty
689,689,W9128F24C0009,2100,,,
690,690,W91B4M10C4028,2100,0,$0,0%
691,691,F0260403C0063,5700,Empty,Empty,Empty
692,692,GS11P09MAC0313,4740,0,$0,0%
693,693,W917BE06C0008,2100,Empty,Empty,Empty
694,694,VA257C0181,3600,,,
695,695,VA26113C0145,3600,Empty,Empty,Empty
696,696,HSFEMW10C0446,7022,0,$0,0%
697,697,47PF0021C0011,4740,,,
698,698,W912DR19C0062,2100,,,
699,699,47PF0022C0006,4740,,,
700,700,W91QV108C0017,2100,0,$0,0%
701,701,VA25613C0231,3600,,,
702,702,36C24418C0284,3600,Empty,Empty,Empty
703,703,W912QR10C0076,2100,Empty,Empty,Empty
704,704,VA26314C0074,3600,0,$0,0%
705,705,AG82CSC170007,12C2,,,
706,706,V689C989,3600,,,
707,707,12619718C0003,12K3,,,
708,708,36C24222C0068,3600,0,$0,0%
709,709,GS07P12HHC0034,4740,0,$0,0%
710,710,47PM0324C0005,4740,,,
711,711,N4008013C2545,1700,Empty,Empty,Empty
712,712,F0462603C0107,5700,Empty,Empty,Empty
713,713,V600C05468A,3600,Empty,Empty,Empty
714,714,VA255C1400,3600,,,
715,715,N6247313C0206,1700,Empty,Empty,Empty
716,716,VA251C0803,3600,Empty,Empty,Empty
717,717,W9115108C0045,2100,Empty,Empty,Empty
718,718,VA25613C0295,3600,0,$0,0%
719,719,N4008009C1045,1700,Empty,Empty,Empty
720,720,SAQMMA13C0237,1900,0,$0,0%
721,721,W912QR09C0095,2100,0,$0,0%
722,722,V247C02658A,3600,Empty,Empty,Empty
723,723,GS01P05BZC3010,4740,Empty,Empty,Empty
724,724,GB000200307DGS05P02GBC0089,4740,Empty,Empty,Empty
725,725,36C25018C0223,3600,Empty,Empty,Empty
726,726,W912BU20C0040,2100,,,
727,727,140L0624C0032,1422,Empty,Empty,Empty
728,728,VA262C1017,3600,Empty,Empty,Empty
729,729,GS08P15JBC7008,4740,,,
730,730,W91B4M09C7177,2100,Empty,Empty,Empty
731,731,FA820116C0037,5700,Empty,Empty,Empty
732,732,VA528C0770,3600,,,
733,733,GS07P14URP0041,4740,0,$0,0%
734,734,140P2024C0054,1443,Empty,Empty,Empty
735,735,N4008509C2431,1700,Empty,Empty,Empty
736,736,N6238103C1012,1700,Empty,Empty,Empty
737,737,AE103320020,1630,Empty,Empty,Empty
738,738,W912KC09C0020,2100,0,$0,0%
739,739,INPC124405B012,1443,0,$0,0%
740,740,W917BK06C0034,2100,0,$0,0%
741,741,DEEM0000125,8900,0,$0,0%
742,742,W912CF08C0013,2100,,,
743,743,24361818C0002,2400,Empty,Empty,Empty
744,744,FA810117C0036,5700,Empty,Empty,Empty
745,745,N4008524C0040,1700,Empty,Empty,Empty
746,746,DOLJ079625494,1605,,,
747,747,W9128A04C0002,2100,Empty,Empty,Empty
748,748,47PD1022C0005,4740,Empty,Empty,Empty
749,749,36C77624C0168,3600,,,
750,750,DJBP0700COBO071,1540,Empty,Empty,Empty
751,751,75D30124C19446,7523,Empty,Empty,Empty
752,752,W9127818C0033,2100,Empty,Empty,Empty
753,753,47PD0223C0014,4740,Empty,Empty,Empty
754,754,W5J9LE12C0055,2100,Empty,Empty,Empty
755,755,N4008008C1069,1700,Empty,Empty,Empty
756,756,N4008008C0001,1700,Empty,Empty,Empty
757,757,N6945009C6339,1700,Empty,Empty,Empty
758,758,N4008524C0026,1700,Empty,Empty,Empty
759,759,W91QV107C0052,2100,Empty,Empty,Empty
760,760,FA460005C0008,5700,Empty,Empty,Empty
761,761,W912QR20C0054,2100,Empty,Empty,Empty
762,762,FA252104C0023,5700,Empty,Empty,Empty
763,763,V671C6758A,3600,Empty,Empty,Empty
764,764,AG9A63C100077,12C2,Empty,Empty,Empty
765,765,47PL0122C0013,4740,Empty,Empty,Empty
766,766,W50SLF23C0005,2100,Empty,Empty,Empty
767,767,INL07PC02339,1422,Empty,Empty,Empty
768,768,INP12PC00231,1443,Empty,Empty,Empty
769,769,47PK0922C0012,4740,Empty,Empty,Empty
770,770,70B01C19C00000125,7014,Empty,Empty,Empty
771,771,47PD0318C0007,4740,Empty,Empty,Empty
772,772,VA251C0112,3600,Empty,Empty,Empty
773,773,36E77619C0057,3600,Empty,Empty,Empty
774,774,GS09P09WNC0022,4740,Empty,Empty,Empty
775,775,FA283524C0006,5700,Empty,Empty,Empty
776,776,70B01C24C00000073,7014,Empty,Empty,Empty
777,777,W91QVP09C2001,2100,Empty,Empty,Empty
778,778,VA255C0423,3600,Empty,Empty,Empty
779,779,VA25012C0085,3600,Empty,Empty,Empty
780,780,36C24918C0057,3600,Empty,Empty,Empty
781,781,36C24921C0095,3600,Empty,Empty,Empty
782,782,V678C08118A,3600,0,$0,0%
783,783,W919QA10C0086,2100,,,
784,784,GS06P13TEC0031,4740,,,
785,785,VA25016C0102,3600,Empty,Empty,Empty
786,786,75D30120C08130,7523,Empty,Empty,Empty
787,787,GS04P16EXC7011,4740,Empty,Empty,Empty
788,788,75N99023C00036,7529,,,
789,789,VA52814C0033,3600,Empty,Empty,Empty
790,790,N4008508C2602,1700,Empty,Empty,Empty
791,791,HQ003408L1044,97F5,Empty,Empty,Empty
792,792,VA263C0496,3600,Empty,Empty,Empty
793,793,GS09P09WFC0017,4740,0,$0,0%
794,794,W91B4N10C8278,2100,Empty,Empty,Empty
795,795,GS03P04DXC0021,4740,0,$0,0%
796,796,V689C972,3600,0,$0,0%
797,797,FA330017C0032,5700,Empty,Empty,Empty
798,798,36C24221C0122,3600,0,$0,0%
799,799,V255C657A50317,3600,,,
800,800,V786C737,3600,Empty,Empty,Empty
801,801,W9123823C0030,2100,Empty,Empty,Empty
802,802,1256A118C0002,12C2,,,
803,803,AG82FTC100023,12C2,,,
804,804,GS05P10FBM0049,4740,,,
805,805,36C25219C0108,3600,0,$0,0%
806,806,47PE0324C0004,4740,Empty,Empty,Empty
807,807,W911S104C0017,2100,Empty,Empty,Empty
808,808,47PJ0020C0082,4740,Empty,Empty,Empty
809,809,VA101F16C2610,3600,Empty,Empty,Empty
810,810,V528A7C505,3600,Empty,Empty,Empty
811,811,VA246C0160,3600,Empty,Empty,Empty
812,812,VA256C1442,3600,,,
813,813,GS11P08YEC0115,4740,0,$0,0%
814,814,47PD1220C0008,4740,Empty,Empty,Empty
815,815,V671C6928A,3600,,,
816,816,N6945009C2320,1700,Empty,Empty,Empty
817,817,GS11P09MAM0304,4740,,,
818,818,W913FT06C0043,2100,0,$0,0%
819,819,GS07P14UTC0021,4740,,,
820,820,INF14PC00268,1448,0,$0,0%
821,821,FA667514C0010,5700,Empty,Empty,Empty
822,822,47PD0221C0011,4740,Empty,Empty,Empty
823,823,DAHA4103C0023,2100,Empty,Empty,Empty
824,824,DTFAAC12C00028,6920,Empty,Empty,Empty
825,825,SGE50013C0055,1900,Empty,Empty,Empty
826,826,VA101CFMC0046,3600,Empty,Empty,Empty
827,827,N4008522C0032,1700,Empty,Empty,Empty
828,828,F0536CW10114,3300,,,
829,829,47PK1724C0002,4740,Empty,Empty,Empty
830,830,W9124N14C0019,2100,Empty,Empty,Empty
831,831,GS01P14BZC0020,4740,Empty,Empty,Empty
832,832,DOLJ109630140,1605,Empty,Empty,Empty
833,833,36C24619C0033,3600,Empty,Empty,Empty
834,834,DAHA0103C0007,2100,Empty,Empty,Empty
835,835,N6246706C5751,1700,Empty,Empty,Empty
836,836,GS03P10QMC0057,4740,Empty,Empty,Empty
837,837,GS04P07CXP0045,4740,Empty,Empty,Empty
838,838,HC102812C0061,97AK,Empty,Empty,Empty
839,839,W917BK06C0025,2100,,,
840,840,INICMB00060031,1450,Empty,Empty,Empty
841,841,VA24712C0236,3600,0,$0,0%
842,842,VA69D14C0186,3600,Empty,Empty,Empty
843,843,W912CN14C0013,2100,,,
844,844,FA309919CA007,5700,Empty,Empty,Empty
845,845,W91QF423C0004,2100,Empty,Empty,Empty
846,846,W9124B09C0024,2100,0,$0,0%
847,847,FA460820C0010,5700,Empty,Empty,Empty
848,848,INPC3000040049,1443,Empty,Empty,Empty
849,849,36C25218C0039,3600,,,
850,850,W9127805C0049,2100,Empty,Empty,Empty
851,851,W912R119C0001,2100,Empty,Empty,Empty
852,852,W912HN06C0073,2100,Empty,Empty,Empty
853,853,FA488508C0003,5700,Empty,Empty,Empty
854,854,36C24918C0040,3600,,,
855,855,GS04P16EXC7134,4740,,,
856,856,W912WJ10C0008,2100,Empty,Empty,Empty
857,857,GS11P12MKC0052,4740,Empty,Empty,Empty
858,858,N6247203C6030,1700,Empty,Empty,Empty
859,859,W9128A14C0007,2100,,,
860,860,INR08CC308112,1425,Empty,Empty,Empty
861,861,W912DW09C0002,2100,,,
862,862,N6945016C7145,1700,Empty,Empty,Empty
863,863,FA850106C0012,5700,Empty,Empty,Empty
864,864,GS04P10BVC0033,4740,Empty,Empty,Empty
865,865,N6871104C4118,1700,Empty,Empty,Empty
866,866,V671C6538A,3600,,,
867,867,W90U4210C4145,2100,Empty,Empty,Empty
868,868,W912HP17C6000,2100,,,
869,869,W912PQ09C0034,2100,Empty,Empty,Empty
870,870,GS05P15SIC7009,4740,0,$0,0%
871,871,GS04P10EXC0080,4740,Empty,Empty,Empty
872,872,VA256RA0688,3600,0,$0,0%
873,873,VA243RA0751,3600,0,$0,0%
874,874,VA263C0075,3600,,,
875,875,VA69DC1450,3600,Empty,Empty,Empty
876,876,VA528RA0586,3600,Empty,Empty,Empty
877,877,W913FT09C0032,2100,0,$0,0%
878,878,VA25012C0067,3600,Empty,Empty,Empty
879,879,HDEC0312C0008,97AZ,Empty,Empty,Empty
880,880,W912DW12C0043,2100,0,$0,0%
881,881,W912PP13C0002,2100,Empty,Empty,Empty
882,882,HSCG3109N623117,7008,0,$0,0%
883,883,FA810113C0012,5700,Empty,Empty,Empty
884,884,GS04P12EXC0101,4740,,,
885,885,GS03P17QNC0001,4740,,,
886,886,VA241C0818,3600,,,
887,887,FA521508C0030,5700,Empty,Empty,Empty
888,888,VA528C0786,3600,Empty,Empty,Empty
889,889,140P4320C0027,1443,,,
890,890,W9124720C0068,2100,,,
891,891,VA248C1902,3600,Empty,Empty,Empty
892,892,47PL0118C0005,4740,Empty,Empty,Empty
893,893,N4008017C0501,1700,Empty,Empty,Empty
894,894,47PD0622C0008,4740,Empty,Empty,Empty
895,895,INP15PC00552,1443,Empty,Empty,Empty
896,896,N4008516C3631,1700,Empty,Empty,Empty
897,897,INP12PC40002,1443,Empty,Empty,Empty
898,898,GS02P16PVC7022,4740,Empty,Empty,Empty
899,899,GS04P04RDC0052,4740,Empty,Empty,Empty
900,900,VA24416C0439,3600,Empty,Empty,Empty
901,901,W911KB23C0023,2100,Empty,Empty,Empty
902,902,GS06P06TKC3003,4740,Empty,Empty,Empty
903,903,36C24822C0061,3600,Empty,Empty,Empty
904,904,W91QV106C0031,2100,Empty,Empty,Empty
905,905,DJB41302494,1540,Empty,Empty,Empty
906,906,SET10008C0674,1900,Empty,Empty,Empty
907,907,SWHARC08C0013,1900,Empty,Empty,Empty
908,908,VA261C0476,3600,Empty,Empty,Empty
909,909,VA245C0610,3600,Empty,Empty,Empty
910,910,VA541C0020,3600,Empty,Empty,Empty
911,911,GS09P12WRC0037,4740,Empty,Empty,Empty
912,912,SAQMMA13C0045,1900,Empty,Empty,Empty
913,913,INP16PC00431,1443,Empty,Empty,Empty
914,914,VA26216C0144,3600,Empty,Empty,Empty
915,915,AG443150443152000,12H2,Empty,Empty,Empty
916,916,W9126G08C0070,2100,Empty,Empty,Empty
917,917,140P2018C0035,1443,Empty,Empty,Empty
918,918,47PF0018C0139,4740,Empty,Empty,Empty
919,919,47PM0719C0017,4740,Empty,Empty,Empty
920,920,DJBP0617L1P10001,1540,Empty,Empty,Empty
921,921,V562C00149,3600,Empty,Empty,Empty
922,922,1232SC18C0061,12H2,Empty,Empty,Empty
923,923,VA691C0001,3600,Empty,Empty,Empty
924,924,N6945007C6835,1700,Empty,Empty,Empty
925,925,VA241C1652,3600,Empty,Empty,Empty
926,926,GS04P11EXC0024,4740,0,$0,0%
927,927,DOCSB134113CN0061,1341,Empty,Empty,Empty
928,928,NGA04871DR08,3355,,,
929,929,AG4568C150044,12C2,Empty,Empty,Empty
930,930,W91QV119C0132,2100,,,
931,931,VA262C0620,3600,,,
932,932,GS04P10RAC0144,4740,,,
933,933,N6246706C2930,1700,Empty,Empty,Empty
934,934,AG82BHC120016,12C2,,,
935,935,GS09P12WFC0042,4740,Empty,Empty,Empty
936,936,47PE0520C0001,4740,,,
937,937,36C25820C0091,3600,Empty,Empty,Empty
938,938,W912HP20C1008,2100,,,
939,939,N6945010C4591,1700,Empty,Empty,Empty
940,940,GS11P06YTC0209,4740,,,
941,941,W9124M11C0024,2100,Empty,Empty,Empty
942,942,W912DQ19C4012,2100,Empty,Empty,Empty
943,943,36C25619C0128,3600,Empty,Empty,Empty
944,944,47PG0018C0001,4740,Empty,Empty,Empty
945,945,VA250C0399,3600,Empty,Empty,Empty
946,946,47PJ0022C0045,4740,Empty,Empty,Empty
947,947,N6247316C0605,1700,Empty,Empty,Empty
948,948,140P2020C0077,1443,Empty,Empty,Empty
949,949,FA466418C0012,5700,Empty,Empty,Empty
950,950,47PF0020C0061,4740,Empty,Empty,Empty
951,951,GS09P12KZC0021,4740,Empty,Empty,Empty
952,952,47PK1720C0023,4740,Empty,Empty,Empty
953,953,HQ003410C0062,97F5,Empty,Empty,Empty
954,954,W912DQ10C4028,2100,Empty,Empty,Empty
955,955,W912QR10C0084,2100,Empty,Empty,Empty
956,956,GS09P11WRC0029,4740,Empty,Empty,Empty
957,957,33330218CF0010452,3300,,,
958,958,AG5114C100062,12H2,,,
959,959,INPC2011090305,1443,0,$0,0%
960,960,VA248C1205,3600,0,$0,0%
961,961,GS11P11MAM0119,4740,0,$0,0%
962,962,W912DS07C0010,2100,0,$0,0%
963,963,W912QR12C0059,2100,0,$0,0%
964,964,W9124N08C0019,2100,,,
965,965,47PF0018C0135,4740,,,
966,966,36C25922C0127,3600,Empty,Empty,Empty
967,967,N4008018C4443,1700,Empty,Empty,Empty
968,968,W912P806C0091,2100,Empty,Empty,Empty
969,969,VA24514C0103,3600,,,
970,970,GS09P08WLC0009,4740,Empty,Empty,Empty
971,971,W9128F17C0013,2100,Empty,Empty,Empty
972,972,GS11P05YTC0267,4740,0,$0,0%
973,973,VA246C0110,3600,Empty,Empty,Empty
974,974,W912QR19C0024,2100,,,
975,975,W9133L19C0011,2100,,,
976,976,W9126G22C0043,2100,Empty,Empty,Empty
977,977,W912JB16C4009,2100,Empty,Empty,Empty
978,978,47PM0518C0003,4740,Empty,Empty,Empty
979,979,FA461013C0008,5700,Empty,Empty,Empty
980,980,FA813722C0015,5700,Empty,Empty,Empty
981,981,F07CC10492,3300,0,$0,0%
982,982,GS03P12DXC0015,4740,0,$0,0%
983,983,VA25913C0271,3600,0,$0,0%
984,984,GS05P06FBC0005,4740,,,
985,985,VA241C1996,3600,Empty,Empty,Empty
986,986,W91QV118C0126,2100,0,$0,0%
987,987,12405B22C0008,12H2,,,
988,988,HSCG3109N623023,7008,,,
989,989,N6247306C4352,1700,Empty,Empty,Empty
990,990,47PB0418C0016,4740,,,
991,991,N6945023C0012,1700,Empty,Empty,Empty
992,992,47PA0318C0017,4740,,,
993,993,FA665607C0001,5700,Empty,Empty,Empty
994,994,GS11P08YEC0217,4740,Empty,Empty,Empty
995,995,36C26223C0077,3600,Empty,Empty,Empty
996,996,W912CL11C0003,2100,0,$0,0%
997,997,W15QKN17C1060,2100,Empty,Empty,Empty
998,998,47PE0219C0005,4740,,,
999,999,140F0419C0021,1448,,,
1000,1000,NNG15WA61C,8000,,,
1001,1001,FA570712C0034,5700,Empty,Empty,Empty
1002,1002,36C77622C0006,3600,0,$0,0%
1003,1003,W9124207C0003,2100,0,$0,0%
1004,1004,W9127807C0019,2100,0,$0,0%
1005,1005,47PE0717C0003,4740,,,
1006,1006,W911KB06C0015,2100,Empty,Empty,Empty
1007,1007,AG32SDC170020,12H2,,,
1008,1008,GY000200210DGS06P03GYD0004,4740,,,
1009,1009,VA249C0921,3600,Empty,Empty,Empty
1010,1010,VA255C0393,3600,Empty,Empty,Empty
1011,1011,VA248C0096,3600,Empty,Empty,Empty
1012,1012,47PK0921C0016,4740,Empty,Empty,Empty
1013,1013,VA256C0462,3600,Empty,Empty,Empty
1014,1014,W912LA24C0002,2100,,,
1015,1015,GS04P12RDC0022,4740,Empty,Empty,Empty
1016,1016,GS04P08RDC0048,4740,Empty,Empty,Empty
1017,1017,SDR86009C0006,1900,0,$0,0%
1018,1018,47PG0720C0004,4740,,,
1019,1019,GS11P08MAC0246,4740,Empty,Empty,Empty
1020,1020,VA26113C0053,3600,0,$0,0%
1021,1021,N4008017C4468,1700,Empty,Empty,Empty
1022,1022,N6945007C5094,1700,Empty,Empty,Empty
1023,1023,W912DR17C0060,2100,,,
1024,1024,VA257C0575,3600,Empty,Empty,Empty
1025,1025,FA301616C0036,5700,Empty,Empty,Empty
1026,1026,47PD1219C0027,4740,Empty,Empty,Empty
1027,1027,HHSD254200406695C,7523,Empty,Empty,Empty
1028,1028,INR06CC101613,1425,Empty,Empty,Empty
1029,1029,HSCG3107C6BLFA5,7008,Empty,Empty,Empty
1030,1030,W5J9JE12C0040,2100,Empty,Empty,Empty
1031,1031,VA243C0095,3600,Empty,Empty,Empty
1032,1032,HSCG8604F633232,7008,Empty,Empty,Empty
1033,1033,15B30620CV2Q10001,1540,Empty,Empty,Empty
1034,1034,36C78619C0100,3600,Empty,Empty,Empty
1035,1035,W9127S11C0026,2100,Empty,Empty,Empty
1036,1036,W15QKN24C5017,2100,Empty,Empty,Empty
1037,1037,V691C05418A,3600,Empty,Empty,Empty
1038,1038,VA249C0279,3600,Empty,Empty,Empty
1039,1039,VA786AC0117,3600,Empty,Empty,Empty
1040,1040,W9128F09C0044,2100,Empty,Empty,Empty
1041,1041,GS11P06YEC0031,4740,Empty,Empty,Empty
1042,1042,VA256C0087,3600,Empty,Empty,Empty
1043,1043,GS07P16URC7028,4740,Empty,Empty,Empty
1044,1044,SAQMMA10C0284,1900,Empty,Empty,Empty
1045,1045,47PD0122C0005,4740,Empty,Empty,Empty
1046,1046,12445523C0007,12C2,Empty,Empty,Empty
1047,1047,GS11P09YTC0187,4740,Empty,Empty,Empty
1048,1048,VA24114C0122,3600,Empty,Empty,Empty
1049,1049,W912PM17C0021,2100,Empty,Empty,Empty
1050,1050,W91ZRS17C0003,2100,Empty,Empty,Empty
1051,1051,V664C05458A,3600,Empty,Empty,Empty
1052,1052,GS11P10ZGC0241,4740,Empty,Empty,Empty
1053,1053,W9128F14C0064,2100,0,$0,0%
1054,1054,47PC0318C0004,4740,Empty,Empty,Empty
1055,1055,75H70120C00008,7527,,,
1056,1056,36C25518C0169,3600,Empty,Empty,Empty
1057,1057,AG32SCC150033,12H2,0,$0,0%
1058,1058,WC000200303DGS09P03WCC0058,4740,,,
1059,1059,DTFAWN16C00324,6920,Empty,Empty,Empty
1060,1060,47PK0919C0003,4740,Empty,Empty,Empty
1061,1061,VA247C1465,3600,Empty,Empty,Empty
1062,1062,HSCG8309C3YD115,7008,Empty,Empty,Empty
1063,1063,36C25922C0132,3600,Empty,Empty,Empty
1064,1064,GS09P06KTC0010,4740,Empty,Empty,Empty
1065,1065,VA248C0666,3600,Empty,Empty,Empty
1066,1066,W9124217C0009,2100,,,
1067,1067,FA500422C0025,5700,Empty,Empty,Empty
1068,1068,697DCK19C00215,6920,,,
1069,1069,GS11P09YTC0130,4740,Empty,Empty,Empty
1070,1070,W912QR20C0011,2100,,,
1071,1071,N4008511C2069,1700,Empty,Empty,Empty
1072,1072,VA25915C0289,3600,0,$0,0%
1073,1073,36C25024C0124,3600,0,$0,0%
1074,1074,V255C589A70269,3600,0,$0,0%
1075,1075,VA249C0698,3600,0,$0,0%
1076,1076,36C25224C0001,3600,Empty,Empty,Empty
1077,1077,W911KB18C0007,2100,,,
1078,1078,GS11P05ZGC0012,4740,,,
1079,1079,GS10P12XJC0035,4740,0,$0,0%
1080,1080,140P2018C0039,1443,,,
1081,1081,47PG0218C0004,4740,,,
